source_facility_type,odhf_facility_type,latitude,longitude
Long-term care center,Nursing and residential care facilities,46.616441,-71.509927
Long-term care center,Nursing and residential care facilities,46.363119,-71.229421
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,50.223512,-66.406285
Long-term care center,Nursing and residential care facilities,45.632893,-72.94522
Long-term care center,Nursing and residential care facilities,47.327002,-79.437859
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.599041,-73.535754
Long-term care center,Nursing and residential care facilities,46.71237,-70.894765
General and specialized hospital centers,Hospitals,45.57181,-73.650367
Long-term care center,Nursing and residential care facilities,46.792727,-70.751669
Public Nursing Home,Nursing and residential care facilities,46.41954933,-63.77435838
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.090498,-71.301326
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.443429,-73.686824
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.537934,-73.710728
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.589798,-73.510068
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.420026,-73.633105
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.553197,-73.64632
Long-term care center,Nursing and residential care facilities,46.17777,-71.869319
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.473788,-73.824116
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.570082,-73.562595
General and specialized hospital centers,Hospitals,45.545943,-73.609538
Public Nursing Home,Nursing and residential care facilities,46.40494985,-63.79535829
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.544068,-73.581352
Long-term care center,Nursing and residential care facilities,46.370654,-71.620473
Long-term care center,Nursing and residential care facilities,48.840929,-67.532015
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.813993,-71.154294
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.755148,-71.235682
Long-term care center,Nursing and residential care facilities,50.238008,-63.607715
Long-term care center,Nursing and residential care facilities,48.349483,-64.674041
Long-term care center,Nursing and residential care facilities,45.447262,-73.453158
Long-term care center,Nursing and residential care facilities,45.496614,-73.404036
Long-term care center,Nursing and residential care facilities,45.408112,-71.90283
Public Care Home,Nursing and residential care facilities,46.25462955,-63.09668819
General and specialized hospital centers,Hospitals,52.79669,-67.090301
Long-term care center,Nursing and residential care facilities,45.853943,-76.721926
Long-term care center,Nursing and residential care facilities,45.39911,-75.838277
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.487092,-73.627223
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,47.440806,-72.77628
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.410113,-71.915194
Long-term care center,Nursing and residential care facilities,48.101798,-77.79877
Long-term care center,Nursing and residential care facilities,48.575777,-78.125264
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.460208,-73.658888
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,49.100271,-66.66899
Mental Health and Addictions,Nursing and residential care facilities,46.23818974,-63.04555788
CRD,Nursing and residential care facilities,46.018376,-73.441335
General and specialized hospital centers,Hospitals,45.603319,-73.710819
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.469902,-73.80412
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.463735,-73.623497
Long-term care center,Nursing and residential care facilities,45.307859,-73.233063
Long-term care center,Nursing and residential care facilities,46.851371,-71.274256
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,47.55894,-70.53916
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,47.841526,-69.883603
Long-term care center,Nursing and residential care facilities,46.103675,-71.281609
CRD,Nursing and residential care facilities,45.553915,-73.648363
Public Nursing Home,Nursing and residential care facilities,46.58067968,-63.92925847
CRD,Nursing and residential care facilities,45.511939,-73.572946
CRD,Nursing and residential care facilities,45.512357,-73.573676
Long-term care center,Nursing and residential care facilities,46.215943,-71.074242
